rowid,question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
174,136360,72661,2020,Georgia,262,Landmark Communications,90,WSB-TV,Landmark Communications,166,Landmark Communications,A,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,11/1/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 15:44,,https://www.realclearpolitics.com/docs/2020/FINAL_WSBTV_Landmark_Poll_Georgia_PresSenate_Nov_1_2020.pdf,jungle primary,7780,Collins,13669,Doug Collins,REP,24.4
175,136360,72661,2020,Georgia,262,Landmark Communications,90,WSB-TV,Landmark Communications,166,Landmark Communications,A,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,11/1/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 15:44,,https://www.realclearpolitics.com/docs/2020/FINAL_WSBTV_Landmark_Poll_Georgia_PresSenate_Nov_1_2020.pdf,jungle primary,7780,Slowinski,14549,Brian Richard Slowinski,LIB,1.1
176,136360,72661,2020,Georgia,262,Landmark Communications,90,WSB-TV,Landmark Communications,166,Landmark Communications,A,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,11/1/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 15:44,,https://www.realclearpolitics.com/docs/2020/FINAL_WSBTV_Landmark_Poll_Georgia_PresSenate_Nov_1_2020.pdf,jungle primary,7780,Tarver,14490,Ed Tarver,DEM,1.0
177,136360,72661,2020,Georgia,262,Landmark Communications,90,WSB-TV,Landmark Communications,166,Landmark Communications,A,500,lv,lv,IVR/Live Phone,U.S. Senate,2,Class III,11/1/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 15:44,,https://www.realclearpolitics.com/docs/2020/FINAL_WSBTV_Landmark_Poll_Georgia_PresSenate_Nov_1_2020.pdf,jungle primary,7780,Lieberman,13670,Matthew Lieberman,DEM,5.3
178,136295,72623,2020,Illinois,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,0,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6274,Durbin,13501,Richard J. Durbin,DEM,52.0
179,136295,72623,2020,Illinois,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,0,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6274,Curran,15646,Mark C. Curran,REP,30.0
180,136296,72624,2020,Michigan,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,2,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6280,Peters,13453,Gary C. Peters,DEM,52.0
181,136296,72624,2020,Michigan,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,2,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6280,James,13454,John James,REP,37.0
182,136297,72625,2020,Minnesota,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,2,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6281,Smith,15691,Tina Smith,DEM,50.0
183,136297,72625,2020,Minnesota,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,2,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6281,Lewis,15692,Jason Lewis,REP,39.0
184,136298,72626,2020,New Jersey,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,2,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6287,Booker,14564,Cory A. Booker,DEM,55.0
185,136298,72626,2020,New Jersey,1478,Research Co.,,,Research Co.,449,Research Co.,B-,450,lv,lv,Online,U.S. Senate,2,Class II,10/31/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 09:29,,https://researchco.ca/2020/11/02/us2020-eight-states-uspoli/,general,6287,Mehta,14565,Rikin Mehta,REP,32.0
186,136209,72577,2020,Iowa,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,853,lv,lv,Online,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 19:42,,https://civiqs.com/documents/Civiqs_DailyKos_IA_banner_book_2020_11_c9dhr3.pdf,general,6272,Greenfield,13466,Theresa Greenfield,DEM,50.0
187,136209,72577,2020,Iowa,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,853,lv,lv,Online,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 19:42,,https://civiqs.com/documents/Civiqs_DailyKos_IA_banner_book_2020_11_c9dhr3.pdf,general,6272,Ernst,13467,Joni K. Ernst,REP,47.0
188,136209,72577,2020,Iowa,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,853,lv,lv,Online,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 19:42,,https://civiqs.com/documents/Civiqs_DailyKos_IA_banner_book_2020_11_c9dhr3.pdf,general,6272,Stewart,15614,Rick Stewart,LIB,1.0
189,136209,72577,2020,Iowa,1447,Civiqs,185,Daily Kos,Civiqs,471,Civiqs,B-,853,lv,lv,Online,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 19:42,,https://civiqs.com/documents/Civiqs_DailyKos_IA_banner_book_2020_11_c9dhr3.pdf,general,6272,Herzog,15642,Suzanne Herzog,IND,0.0
190,136211,72580,2020,Colorado,1475,Keating Research/OnSight Public Affairs/Melanson,,,Keating Research/OnSight Public Affairs/Melanson,455,Keating Research/OnSight Public Affairs/Melanson,B/C,502,lv,lv,Online,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 20:31,,http://onsightpublicaffairs.com/web/wp-content/uploads/2020/11/KOM20Colorado20Poll20-20Nov20202020-20Topline20Results20-20For20Release20-2011-1-2020.pdf,general,6269,Hickenlooper,13474,John Wright Hickenlooper,DEM,53.0
191,136211,72580,2020,Colorado,1475,Keating Research/OnSight Public Affairs/Melanson,,,Keating Research/OnSight Public Affairs/Melanson,455,Keating Research/OnSight Public Affairs/Melanson,B/C,502,lv,lv,Online,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 20:31,,http://onsightpublicaffairs.com/web/wp-content/uploads/2020/11/KOM20Colorado20Poll20-20Nov20202020-20Topline20Results20-20For20Release20-2011-1-2020.pdf,general,6269,Gardner,13475,Cory Gardner,REP,42.0
192,136327,72649,2020,Arizona,1205,Marist College,132,NBC News,Marist College,183,Marist College,A,717,lv,lv,Live Phone,U.S. Senate,2,Class III,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 13:06,,http://maristpoll.marist.edu/wp-content/uploads/2020/11/NBC-News_Marist-Poll_AZ-Likely-Voters_NOS-and-Tables_202011012357.pdf#page=3,general,6268,Kelly,13445,Mark Kelly,DEM,52.0
193,136327,72649,2020,Arizona,1205,Marist College,132,NBC News,Marist College,183,Marist College,A,717,lv,lv,Live Phone,U.S. Senate,2,Class III,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 13:06,,http://maristpoll.marist.edu/wp-content/uploads/2020/11/NBC-News_Marist-Poll_AZ-Likely-Voters_NOS-and-Tables_202011012357.pdf#page=3,general,6268,McSally,13446,Martha McSally,REP,46.0
194,136328,72649,2020,Arizona,1205,Marist College,132,NBC News,Marist College,183,Marist College,A,988,rv,rv,Live Phone,U.S. Senate,2,Class III,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 13:06,,http://maristpoll.marist.edu/wp-content/uploads/2020/11/NBC-News_Marist-Poll_AZ-Adults-and-Registered-Voters_NOS-and-Tables_202011012355.pdf#page=3,general,6268,Kelly,13445,Mark Kelly,DEM,52.0
195,136328,72649,2020,Arizona,1205,Marist College,132,NBC News,Marist College,183,Marist College,A,988,rv,rv,Live Phone,U.S. Senate,2,Class III,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 13:06,,http://maristpoll.marist.edu/wp-content/uploads/2020/11/NBC-News_Marist-Poll_AZ-Adults-and-Registered-Voters_NOS-and-Tables_202011012355.pdf#page=3,general,6268,McSally,13446,Martha McSally,REP,45.0
196,136479,72716,2020,Illinois,1195,Victory Research,,,Victory Research,437,Victory Research,B/C,1208,lv,lv,Live Phone,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 18:21,,https://projects.fivethirtyeight.com/polls/20201102_IL_Victory.pdf,general,6274,Durbin,13501,Richard J. Durbin,DEM,50.6
197,136479,72716,2020,Illinois,1195,Victory Research,,,Victory Research,437,Victory Research,B/C,1208,lv,lv,Live Phone,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 18:21,,https://projects.fivethirtyeight.com/polls/20201102_IL_Victory.pdf,general,6274,Curran,15646,Mark C. Curran,REP,25.6
198,136479,72716,2020,Illinois,1195,Victory Research,,,Victory Research,437,Victory Research,B/C,1208,lv,lv,Live Phone,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 18:21,,https://projects.fivethirtyeight.com/polls/20201102_IL_Victory.pdf,general,6274,Wilson,13500,WIllie Wilson,IND,15.4
199,136479,72716,2020,Illinois,1195,Victory Research,,,Victory Research,437,Victory Research,B/C,1208,lv,lv,Live Phone,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 18:21,,https://projects.fivethirtyeight.com/polls/20201102_IL_Victory.pdf,general,6274,Black,15838,David F. Black,GRE,1.7
200,136479,72716,2020,Illinois,1195,Victory Research,,,Victory Research,437,Victory Research,B/C,1208,lv,lv,Live Phone,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 18:21,,https://projects.fivethirtyeight.com/polls/20201102_IL_Victory.pdf,general,6274,Malouf,15645,Danny Malouf,LIB,3.1
201,136503,72726,2020,Arizona,1365,Change Research,576,CNBC,Change Research,48,Change Research,B-,409,lv,lv,Online/Text,U.S. Senate,2,Class III,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:43,,https://changeresearch.com/wp-content/uploads/2020/11/CNBC-CR_Battleground_Toplines_Final-Wave_Oct-29-Nov-1.pdf,general,6268,Kelly,13445,Mark Kelly,DEM,51.0
202,136503,72726,2020,Arizona,1365,Change Research,576,CNBC,Change Research,48,Change Research,B-,409,lv,lv,Online/Text,U.S. Senate,2,Class III,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:43,,https://changeresearch.com/wp-content/uploads/2020/11/CNBC-CR_Battleground_Toplines_Final-Wave_Oct-29-Nov-1.pdf,general,6268,McSally,13446,Martha McSally,REP,47.0
203,136504,72728,2020,Michigan,1365,Change Research,576,CNBC,Change Research,48,Change Research,B-,383,lv,lv,Online/Text,U.S. Senate,2,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:43,,https://changeresearch.com/wp-content/uploads/2020/11/CNBC-CR_Battleground_Toplines_Final-Wave_Oct-29-Nov-1.pdf,general,6280,Peters,13453,Gary C. Peters,DEM,51.0
204,136504,72728,2020,Michigan,1365,Change Research,576,CNBC,Change Research,48,Change Research,B-,383,lv,lv,Online/Text,U.S. Senate,2,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:43,,https://changeresearch.com/wp-content/uploads/2020/11/CNBC-CR_Battleground_Toplines_Final-Wave_Oct-29-Nov-1.pdf,general,6280,James,13454,John James,REP,46.0
205,136505,72729,2020,North Carolina,1365,Change Research,576,CNBC,Change Research,48,Change Research,B-,473,lv,lv,Online/Text,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:43,,https://changeresearch.com/wp-content/uploads/2020/11/CNBC-CR_Battleground_Toplines_Final-Wave_Oct-29-Nov-1.pdf,general,6284,Cunningham,13468,Cal Cunningham,DEM,50.0
206,136505,72729,2020,North Carolina,1365,Change Research,576,CNBC,Change Research,48,Change Research,B-,473,lv,lv,Online/Text,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:43,,https://changeresearch.com/wp-content/uploads/2020/11/CNBC-CR_Battleground_Toplines_Final-Wave_Oct-29-Nov-1.pdf,general,6284,Tillis,13461,Thom Tillis,REP,46.0
207,136538,72756,2020,Iowa,1365,Change Research,,,Change Research,48,Change Research,B-,1084,lv,lv,Online/Text,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 21:32,,https://docs.google.com/spreadsheets/d/1TyQc9rcFjRf_nFJ-gcOyoOn4E1sPk5yeVfH4acKyVnw/edit#gid=2035724528,general,6272,Greenfield,13466,Theresa Greenfield,DEM,48.0
208,136538,72756,2020,Iowa,1365,Change Research,,,Change Research,48,Change Research,B-,1084,lv,lv,Online/Text,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 21:32,,https://docs.google.com/spreadsheets/d/1TyQc9rcFjRf_nFJ-gcOyoOn4E1sPk5yeVfH4acKyVnw/edit#gid=2035724528,general,6272,Ernst,13467,Joni K. Ernst,REP,47.0
209,136538,72756,2020,Iowa,1365,Change Research,,,Change Research,48,Change Research,B-,1084,lv,lv,Online/Text,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 21:32,,https://docs.google.com/spreadsheets/d/1TyQc9rcFjRf_nFJ-gcOyoOn4E1sPk5yeVfH4acKyVnw/edit#gid=2035724528,general,6272,Stewart,15614,Rick Stewart,LIB,2.0
210,136538,72756,2020,Iowa,1365,Change Research,,,Change Research,48,Change Research,B-,1084,lv,lv,Online/Text,U.S. Senate,0,Class II,10/29/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 21:32,,https://docs.google.com/spreadsheets/d/1TyQc9rcFjRf_nFJ-gcOyoOn4E1sPk5yeVfH4acKyVnw/edit#gid=2035724528,general,6272,Herzog,15642,Suzanne Herzog,IND,0.0
211,136079,72508,2020,Michigan,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,654,lv,lv,Online,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 16:53,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/topline_reuters_michigan_state_poll_w6_11_01_2020_0.pdf,general,6280,Peters,13453,Gary C. Peters,DEM,51.0
212,136079,72508,2020,Michigan,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,654,lv,lv,Online,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 16:53,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/topline_reuters_michigan_state_poll_w6_11_01_2020_0.pdf,general,6280,James,13454,John James,REP,44.0
213,136213,72581,2020,North Carolina,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,908,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 20:55,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_nc_11.1.20.pdf,general,6284,Cunningham,13468,Cal Cunningham,DEM,51.0
214,136213,72581,2020,North Carolina,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,908,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 20:55,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_nc_11.1.20.pdf,general,6284,Tillis,13461,Thom Tillis,REP,46.0
215,136213,72581,2020,North Carolina,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,908,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 20:55,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_nc_11.1.20.pdf,general,6284,Hayes,14558,Kevin Eugene Hayes,CON,1.0
216,136213,72581,2020,North Carolina,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,908,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 20:55,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_nc_11.1.20.pdf,general,6284,Bray,14557,Shannon Wilson Bray,LIB,2.0
217,136217,72583,2020,Texas,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,926,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 21:26,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_tx_11.1.20.pdf,general,6295,Hegar,13459,Mary Jennings Hegar,DEM,47.0
218,136217,72583,2020,Texas,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,926,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 21:26,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_tx_11.1.20.pdf,general,6295,Cornyn,13444,John Cornyn,REP,50.0
219,136217,72583,2020,Texas,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,926,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 21:26,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_tx_11.1.20.pdf,general,6295,Turullols-Bonilla,15683,Ricardo Turullols-Bonilla,IND,2.0
220,136217,72583,2020,Texas,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,926,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 21:26,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_tx_11.1.20.pdf,general,6295,McKennon,15835,Kerry Douglas McKennon,LIB,1.0
221,136219,72584,2020,Colorado,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,709,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 21:45,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_co_11.1.20.pdf,general,6269,Hickenlooper,13474,John Wright Hickenlooper,DEM,54.0
222,136219,72584,2020,Colorado,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,709,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 21:45,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_co_11.1.20.pdf,general,6269,Gardner,13475,Cory Gardner,REP,45.0
223,136221,72585,2020,Arizona,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1195,lv,lv,Online/Text,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 22:06,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_az_11.1.20.pdf,general,6268,Kelly,13445,Mark Kelly,DEM,54.0
224,136221,72585,2020,Arizona,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1195,lv,lv,Online/Text,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 22:06,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_az_11.1.20.pdf,general,6268,McSally,13446,Martha McSally,REP,46.0
225,136233,72590,2020,Virginia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,690,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 22:57,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_va_11.1.20.pdf,general,6296,Warner,14760,Mark R. Warner,DEM,57.0
226,136233,72590,2020,Virginia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,690,lv,lv,Online/Text,U.S. Senate,2,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 22:57,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_va_11.1.20.pdf,general,6296,Gade,15688,Daniel M. Gade,REP,42.0
227,136234,72591,2020,Alabama,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1045,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 22:57,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_al_11.1.20.pdf,general,6266,Jones,13612,Doug Jones,DEM,44.0
228,136234,72591,2020,Alabama,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1045,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/1/20 22:57,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_al_11.1.20.pdf,general,6266,Tuberville,13614,Tommy Tuberville,REP,56.0
229,136353,72659,2020,North Carolina,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,707,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 15:16,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/topline_reuters_north_carolina_state_poll_w6_11_02_2020_.pdf,general,6284,Cunningham,13468,Cal Cunningham,DEM,48.0
230,136353,72659,2020,North Carolina,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,707,lv,lv,Online,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 15:16,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/topline_reuters_north_carolina_state_poll_w6_11_02_2020_.pdf,general,6284,Tillis,13461,Thom Tillis,REP,46.0
231,136493,72723,2020,Kansas,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1121,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:26,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ks_11.2.20.pdf,general,6275,Bollier,13698,Barbara Bollier,DEM,45.0
232,136493,72723,2020,Kansas,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1121,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:26,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ks_11.2.20.pdf,general,6275,Marshall,14604,Roger Marshall,REP,51.0
233,136493,72723,2020,Kansas,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1121,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:26,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ks_11.2.20.pdf,general,6275,Buckley,15647,Jason Buckley,LIB,4.0
234,136495,72724,2020,South Carolina,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,880,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:29,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_sc_11.2.20.pdf,general,6292,Harrison,13457,Jaime Harrison,DEM,46.0
235,136495,72724,2020,South Carolina,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,880,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:29,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_sc_11.2.20.pdf,general,6292,Graham,13458,Lindsey Graham,REP,49.0
236,136495,72724,2020,South Carolina,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,880,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 19:29,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_sc_11.2.20.pdf,general,6292,Bledsoe,14749,Bill Bledsoe,CON,4.0
237,136513,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,general,6271,Ossoff,14567,Jon Ossoff,DEM,51.0
238,136513,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,general,6271,Perdue,14568,David A. Perdue,REP,46.0
239,136513,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,0,Class II,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,general,6271,Hazel,14572,Shane Hazel,LIB,3.0
240,136514,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,jungle primary,7780,Warnock,14489,Raphael Warnock,DEM,41.0
241,136514,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,jungle primary,7780,Loeffler,13671,Kelly Loeffler,REP,26.0
242,136514,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,jungle primary,7780,Collins,13669,Doug Collins,REP,21.0
243,136514,72738,2020,Georgia,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B,1036,lv,lv,Online/Text,U.S. Senate,2,Class III,10/27/20,11/1/20,11/3/20,,0,,,0,0,11/2/20 20:18,,https://filesforprogress.org/datasets/2020/11/2020-election-polls/toplines/dfp_ga_11.2.20.pdf,jungle primary,7780,Lieberman,13670,Matthew Lieberman,DEM,8.0
