result_id,election_id,office,state,race_id,event_time,available_at,certified_at,dem_votes,rep_votes,other_votes,two_party_margin,winner_party,source_url,raw_hash,retrieved_at,release_version
res-senate-2020-CA,senate-2020,US_SENATE,CA,senate-2020-CA,2020-11-03,2020-11-24,2020-11-24,714692,391308,3658,29.239,D,synthetic://fixtures/certified-results,a26e8ae153afc20795e91f3d881d434e96880c9e00ab6d44f1f543f02a9930cf,2026-09-13T04:47:52.843684+00:00,1
res-senate-2020-CT,senate-2020,US_SENATE,CT,senate-2020-CT,2020-11-03,2020-11-24,2020-11-24,640559,391889,1688,24.085,D,synthetic://fixtures/certified-results,87cfa530ea8fec8e00a35a206e85882002ca6fd9c2d5ee23e6698034009ad851,2026-09-13T04:47:52.844684+00:00,1
res-senate-2020-FL,senate-2020,US_SENATE,FL,senate-2020-FL,2020-11-03,2020-11-24,2020-11-24,549986,579095,19650,-2.578,R,synthetic://fixtures/certified-results,90ea4212e6746dc8a7c8ad03838eae85abe5344f00c29779f0cfe526ca0d3c0e,2026-09-13T04:47:52.844684+00:00,1
res-senate-2020-HI,senate-2020,US_SENATE,HI,senate-2020-HI,2020-11-03,2020-11-24,2020-11-24,753589,387302,19643,32.105,D,synthetic://fixtures/certified-results,8461185bda106afa99dd1ecf1559eb85c0d589c62e3faa764ecc2f97869881bb,2026-09-13T04:47:52.845684+00:00,1
res-senate-2020-IN,senate-2020,US_SENATE,IN,senate-2020-IN,2020-11-03,2020-11-24,2020-11-24,593484,688687,19817,-7.425,R,synthetic://fixtures/certified-results,4c9d8fa2a261eedeea25f238642de66d8978e087f2d2d7810ef0c9ff3486498b,2026-09-13T04:47:52.846683+00:00,1
res-senate-2020-MD,senate-2020,US_SENATE,MD,senate-2020-MD,2020-11-03,2020-11-24,2020-11-24,726571,364832,17467,33.144,D,synthetic://fixtures/certified-results,4c211cc36e2ce44d474962864cc15b026a05ce5d6cb0f5b382513d82259e826f,2026-09-13T04:47:52.847682+00:00,1
res-senate-2020-MI,senate-2020,US_SENATE,MI,senate-2020-MI,2020-11-03,2020-11-24,2020-11-24,535123,492994,5376,4.098,D,synthetic://fixtures/certified-results,dfd4587c44482f9c86ddf6f817338479bda940c458dd7905c744b62eab80548f,2026-09-13T04:47:52.848683+00:00,1
res-senate-2020-MO,senate-2020,US_SENATE,MO,senate-2020-MO,2020-11-03,2020-11-24,2020-11-24,630350,754837,8205,-8.987,R,synthetic://fixtures/certified-results,a068b728a18e384a24d7861c5fd631e37435350fc308325791c053455f7e4934,2026-09-13T04:47:52.849684+00:00,1
res-senate-2020-MS,senate-2020,US_SENATE,MS,senate-2020-MS,2020-11-03,2020-11-24,2020-11-24,669980,919353,11372,-15.69,R,synthetic://fixtures/certified-results,39c133c40520171d5a2b5316756899635499a229e81c7af6348b8028b8dfbf9e,2026-09-13T04:47:52.849684+00:00,1
res-senate-2020-NC,senate-2020,US_SENATE,NC,senate-2020-NC,2020-11-03,2020-11-24,2020-11-24,529987,544886,12789,-1.386,R,synthetic://fixtures/certified-results,64d70f4ae37eddd4324ee90d41742982cf19cc8b6252b8ff54a703dc49cf349e,2026-09-13T04:47:52.850685+00:00,1
res-senate-2020-ND,senate-2020,US_SENATE,ND,senate-2020-ND,2020-11-03,2020-11-24,2020-11-24,768406,1273686,8745,-24.743,R,synthetic://fixtures/certified-results,7e9bc2ecf7db9706f92a3cf468aa607bf9a44a5326ff726290a4b172ef338b45,2026-09-13T04:47:52.852684+00:00,1
res-senate-2020-NV,senate-2020,US_SENATE,NV,senate-2020-NV,2020-11-03,2020-11-24,2020-11-24,551566,549725,5867,0.167,D,synthetic://fixtures/certified-results,1d7b3de9f0f226100f25b337503fda66018615f2f004a1e41d5170cd77a4f496,2026-09-13T04:47:52.853683+00:00,1
res-senate-2020-NY,senate-2020,US_SENATE,NY,senate-2020-NY,2020-11-03,2020-11-24,2020-11-24,664147,429759,3512,21.427,D,synthetic://fixtures/certified-results,b0ae3e57fd1ed192a73a3f692201dc7c3846f35728f7764081a36ba2759c8b0b,2026-09-13T04:47:52.853683+00:00,1
res-senate-2020-OH,senate-2020,US_SENATE,OH,senate-2020-OH,2020-11-03,2020-11-24,2020-11-24,569522,599621,4510,-2.574,R,synthetic://fixtures/certified-results,713d28b7194f3a7c1243dcc22e60d8f4e62f7cfd36b0ff28ede55479a09342ca,2026-09-13T04:47:52.853683+00:00,1
res-senate-2020-PA,senate-2020,US_SENATE,PA,senate-2020-PA,2020-11-03,2020-11-24,2020-11-24,524782,471790,5566,5.317,D,synthetic://fixtures/certified-results,416273135e4e62752d2c8435cd0b2d39db7b92d6884601f10aab3247f2a7a82e,2026-09-13T04:47:52.853683+00:00,1
res-senate-2020-UT,senate-2020,US_SENATE,UT,senate-2020-UT,2020-11-03,2020-11-24,2020-11-24,753926,1188434,17460,-22.37,R,synthetic://fixtures/certified-results,5536f23b9f6997d62efa7993401d1d63776fad5b1744400fd74d8acd79c94d5c,2026-09-13T04:47:52.854682+00:00,1
res-senate-2020-VT,senate-2020,US_SENATE,VT,senate-2020-VT,2020-11-03,2020-11-24,2020-11-24,753252,400538,11617,30.57,D,synthetic://fixtures/certified-results,8261d3eb73c1f1d147e77c986a278ee5345deeea24f99112039f5f7349a500c6,2026-09-13T04:47:52.855683+00:00,1
res-senate-2020-WA,senate-2020,US_SENATE,WA,senate-2020-WA,2020-11-03,2020-11-24,2020-11-24,606431,466040,2698,13.09,D,synthetic://fixtures/certified-results,18cdf642cb07e26306140008bc059f6699bafefba05aafe22b942d454e8eb70e,2026-09-13T04:47:52.855683+00:00,1
res-senate-2020-WI,senate-2020,US_SENATE,WI,senate-2020-WI,2020-11-03,2020-11-24,2020-11-24,566107,541091,2883,2.259,D,synthetic://fixtures/certified-results,14a1f103d7c840957a66ea7132820176eb459bdfd3444b962f982b3ca2ac511b,2026-09-13T04:47:52.856683+00:00,1
res-senate-2020-WY,senate-2020,US_SENATE,WY,senate-2020-WY,2020-11-03,2020-11-24,2020-11-24,831779,1884193,7731,-38.749,R,synthetic://fixtures/certified-results,b4195c0d3886067ad3f1c9d0a0da0b7bebcb74a7c1ac7c4ed6dbc45a1b3d31c8,2026-09-13T04:47:52.857682+00:00,1
res-senate-2022-AL,senate-2022,US_SENATE,AL,senate-2022-AL,2022-11-08,2022-11-29,2022-11-29,773904,1518493,5013,-32.481,R,synthetic://fixtures/certified-results,82e06e111036efb76de97af974161981da136f7fd3282cb1f35e8aa20e3c0cd3,2026-09-13T04:47:52.862682+00:00,1
res-senate-2022-AK,senate-2022,US_SENATE,AK,senate-2022-AK,2022-11-08,2022-11-29,2022-11-29,673842,966536,18440,-17.843,R,synthetic://fixtures/certified-results,bf253004e45c50b6a489ba7f26f39a6840f39e3d2a8db032ef0d6ce2e66a34fb,2026-09-13T04:47:52.863683+00:00,1
res-senate-2022-AR,senate-2022,US_SENATE,AR,senate-2022-AR,2022-11-08,2022-11-29,2022-11-29,743567,1243142,4566,-25.146,R,synthetic://fixtures/certified-results,79cdb68bf6d13474f14837939627b6ac408e6fd3e8fb3ab2db6daab744f81a14,2026-09-13T04:47:52.864683+00:00,1
res-senate-2022-CO,senate-2022,US_SENATE,CO,senate-2022-CO,2022-11-08,2022-11-29,2022-11-29,595857,539600,10727,4.955,D,synthetic://fixtures/certified-results,2791af6c9df5e37508a028e6482c2d9e7922315642976fdec65c75cde562e9d6,2026-09-13T04:47:52.866684+00:00,1
res-senate-2022-DE,senate-2022,US_SENATE,DE,senate-2022-DE,2022-11-08,2022-11-29,2022-11-29,642517,532059,12478,9.404,D,synthetic://fixtures/certified-results,747889c54f09f0b7b4645545d8ee3fd58ab52020e253975e794c4966886e79b9,2026-09-13T04:47:52.867685+00:00,1
res-senate-2022-GA,senate-2022,US_SENATE,GA,senate-2022-GA,2022-11-08,2022-11-29,2022-11-29,569761,545182,19090,2.205,D,synthetic://fixtures/certified-results,93ad00d1400cc52a9f876d604c3d44f8b39994fd314a14f24e1bf74e6a510e03,2026-09-13T04:47:52.868684+00:00,1
res-senate-2022-ID,senate-2022,US_SENATE,ID,senate-2022-ID,2022-11-08,2022-11-29,2022-11-29,800303,1550983,3161,-31.926,R,synthetic://fixtures/certified-results,ddef85683f75cc1658da6d8f6e0ee794007bce0edf1cd6db219bed894558a7c5,2026-09-13T04:47:52.870686+00:00,1
res-senate-2022-IL,senate-2022,US_SENATE,IL,senate-2022-IL,2022-11-08,2022-11-29,2022-11-29,623632,479779,6039,13.037,D,synthetic://fixtures/certified-results,d4f1a8afa1ee4db30951c915d57fbd23b8c99c62d1f53a77f02f2dd47f54c46f,2026-09-13T04:47:52.871685+00:00,1
res-senate-2022-IA,senate-2022,US_SENATE,IA,senate-2022-IA,2022-11-08,2022-11-29,2022-11-29,548901,624880,1264,-6.473,R,synthetic://fixtures/certified-results,f257620856bdd627860f19277dc4b3ecf5db18b22e2f37617f87e6424b5f4417,2026-09-13T04:47:52.871685+00:00,1
res-senate-2022-KS,senate-2022,US_SENATE,KS,senate-2022-KS,2022-11-08,2022-11-29,2022-11-29,608768,706713,1649,-7.446,R,synthetic://fixtures/certified-results,579f5bd8a07cd13a63256b46dfbf9dc5d43b7d82c7bed257ddc9d8cb2295b075,2026-09-13T04:47:52.872684+00:00,1
res-senate-2022-KY,senate-2022,US_SENATE,KY,senate-2022-KY,2022-11-08,2022-11-29,2022-11-29,720239,1134862,1467,-22.35,R,synthetic://fixtures/certified-results,5eb62a2e46d7751e4e6e4be4298bc08ab1fe21e6d92931815518fa34cb3e2303,2026-09-13T04:47:52.872684+00:00,1
res-senate-2022-LA,senate-2022,US_SENATE,LA,senate-2022-LA,2022-11-08,2022-11-29,2022-11-29,623270,772913,11478,-10.718,R,synthetic://fixtures/certified-results,3634fa356a777084d6154256bb1536469d4223bdac6e4bb37c7bc19a244cbe8b,2026-09-13T04:47:52.874683+00:00,1
res-senate-2022-ME,senate-2022,US_SENATE,ME,senate-2022-ME,2022-11-08,2022-11-29,2022-11-29,530178,423059,13286,11.237,D,synthetic://fixtures/certified-results,64a145b60119a152194ae52f255cdbe017519b057cfb51619da306d0fb923530,2026-09-13T04:47:52.874683+00:00,1
res-senate-2022-MA,senate-2022,US_SENATE,MA,senate-2022-MA,2022-11-08,2022-11-29,2022-11-29,764163,447598,10339,26.124,D,synthetic://fixtures/certified-results,ee8ef7ade22cc1ad70f21c64d161d7ff51dfc4b28617a1849853a3fa4064c7f8,2026-09-13T04:47:52.875683+00:00,1
res-senate-2022-MI,senate-2022,US_SENATE,MI,senate-2022-MI,2022-11-08,2022-11-29,2022-11-29,561103,575773,3828,-1.29,R,synthetic://fixtures/certified-results,1e8f3439436d8446fd1a4077c0831185f375260e09966cffaa630c1cd5aa203c,2026-09-13T04:47:52.876687+00:00,1
res-senate-2022-MN,senate-2022,US_SENATE,MN,senate-2022-MN,2022-11-08,2022-11-29,2022-11-29,531248,561044,7910,-2.728,R,synthetic://fixtures/certified-results,207352bce3ff8583752a9e3e1e4e158e92df5745a073d90e195c8410b1e98014,2026-09-13T04:47:52.877684+00:00,1
res-senate-2022-MS,senate-2022,US_SENATE,MS,senate-2022-MS,2022-11-08,2022-11-29,2022-11-29,670912,928962,11975,-16.129,R,synthetic://fixtures/certified-results,fcce8c53193d51ba670ba0192b93ebe3036916b2df04348e7e5a0fe3848a8843,2026-09-13T04:47:52.878683+00:00,1
res-senate-2022-MT,senate-2022,US_SENATE,MT,senate-2022-MT,2022-11-08,2022-11-29,2022-11-29,654271,814789,4269,-10.927,R,synthetic://fixtures/certified-results,a278a4d9eb77d782d8ef5cdeab717d5dcb9365af197b3091027dbb9d28449b46,2026-09-13T04:47:52.881683+00:00,1
res-senate-2022-NE,senate-2022,US_SENATE,NE,senate-2022-NE,2022-11-08,2022-11-29,2022-11-29,691670,974532,12161,-16.976,R,synthetic://fixtures/certified-results,ace0011f3b062a480c80831bf00f27d737cdb092cd1b34156dc6bb847d1bb231,2026-09-13T04:47:52.881683+00:00,1
res-senate-2022-NH,senate-2022,US_SENATE,NH,senate-2022-NH,2022-11-08,2022-11-29,2022-11-29,522518,485644,8962,3.658,D,synthetic://fixtures/certified-results,a2c5da4fb70d509011516f6bcea244e359c38a6addcdfba01373b1f326c13f62,2026-09-13T04:47:52.882684+00:00,1
res-senate-2022-NJ,senate-2022,US_SENATE,NJ,senate-2022-NJ,2022-11-08,2022-11-29,2022-11-29,658240,405704,13521,23.736,D,synthetic://fixtures/certified-results,13e6a3f613aa31149a3ee4de09bc8358b4d5faae931478c75e602868cf21f7eb,2026-09-13T04:47:52.883684+00:00,1
res-senate-2022-NM,senate-2022,US_SENATE,NM,senate-2022-NM,2022-11-08,2022-11-29,2022-11-29,624044,485809,11400,12.455,D,synthetic://fixtures/certified-results,f20bd4708f8c0c7759e657e63c93beeb66407c8c0d74ee1eb5c2eabe337f0e0d,2026-09-13T04:47:52.883684+00:00,1
res-senate-2022-NC,senate-2022,US_SENATE,NC,senate-2022-NC,2022-11-08,2022-11-29,2022-11-29,538316,631660,4510,-7.978,R,synthetic://fixtures/certified-results,40c9b0f0f2ccf1feb4cf1794ac6546dbdb4b6a5d9dad479b57293b6abb7c097f,2026-09-13T04:47:52.884682+00:00,1
res-senate-2022-OK,senate-2022,US_SENATE,OK,senate-2022-OK,2022-11-08,2022-11-29,2022-11-29,775412,1530696,2322,-32.751,R,synthetic://fixtures/certified-results,cb73905c2d2676cf3da4d47262ec7e556d9fc32793f752f2ca3e494b0c214665,2026-09-13T04:47:52.885684+00:00,1
res-senate-2022-OR,senate-2022,US_SENATE,OR,senate-2022-OR,2022-11-08,2022-11-29,2022-11-29,615793,475782,15821,12.827,D,synthetic://fixtures/certified-results,e5d852ee43ddf27302c48f0640fe273d42c1eca1adeec1a4b1f0a05f6b611016,2026-09-13T04:47:52.886683+00:00,1
res-senate-2022-RI,senate-2022,US_SENATE,RI,senate-2022-RI,2022-11-08,2022-11-29,2022-11-29,691328,445992,14573,21.571,D,synthetic://fixtures/certified-results,4c355b42460c47d76bec727c66d0659262e25e040d51f5bace91340ed2016519,2026-09-13T04:47:52.888683+00:00,1
res-senate-2022-SC,senate-2022,US_SENATE,SC,senate-2022-SC,2022-11-08,2022-11-29,2022-11-29,622284,947024,17565,-20.693,R,synthetic://fixtures/certified-results,d8a15de7fbb3cc0c0ef1897ba19fdb085f304112b688d812fa95ae690a568693,2026-09-13T04:47:52.889683+00:00,1
res-senate-2022-SD,senate-2022,US_SENATE,SD,senate-2022-SD,2022-11-08,2022-11-29,2022-11-29,701180,1214198,1059,-26.784,R,synthetic://fixtures/certified-results,4d401b30287e789aaa992bda6088a7c2e876a208682b7f3f373e4add91222be1,2026-09-13T04:47:52.889683+00:00,1
res-senate-2022-TN,senate-2022,US_SENATE,TN,senate-2022-TN,2022-11-08,2022-11-29,2022-11-29,700145,1235490,2699,-27.657,R,synthetic://fixtures/certified-results,d61853c75ba84ccc904f0026771da9b0ecbaa67d2ce2932f9f82e2a43e3294d4,2026-09-13T04:47:52.890685+00:00,1
res-senate-2022-TX,senate-2022,US_SENATE,TX,senate-2022-TX,2022-11-08,2022-11-29,2022-11-29,586424,739056,15165,-11.515,R,synthetic://fixtures/certified-results,0e0f3e728cf44c8292c55b82a2cc0e44eb7196c1ce2ad5d841ec819ea7398fb2,2026-09-13T04:47:52.891686+00:00,1
res-senate-2022-VA,senate-2022,US_SENATE,VA,senate-2022-VA,2022-11-08,2022-11-29,2022-11-29,589307,544311,13142,3.969,D,synthetic://fixtures/certified-results,5d06a0b43d301f7cf92217df4dea043b47b9550e2ff13550d6d421291df8cadf,2026-09-13T04:47:52.891686+00:00,1
res-senate-2022-WV,senate-2022,US_SENATE,WV,senate-2022-WV,2022-11-08,2022-11-29,2022-11-29,753782,1268592,1174,-25.456,R,synthetic://fixtures/certified-results,98f44189115b4a41600de560fcd1d9ee4076b8f61617b86daa905ae80e49da8d,2026-09-13T04:47:52.894685+00:00,1
res-senate-2022-WY,senate-2022,US_SENATE,WY,senate-2022-WY,2022-11-08,2022-11-29,2022-11-29,837968,1916239,5662,-39.15,R,synthetic://fixtures/certified-results,a8a56ca481b6abd3b2f48eb415140ef81c39a304313c82514e49c389bf251c30,2026-09-13T04:47:52.895684+00:00,1
res-senate-2024-AR,senate-2024,US_SENATE,AR,senate-2024-AR,2024-11-05,2024-11-26,2024-11-26,741766,1250718,9158,-25.544,R,synthetic://fixtures/certified-results,a9d06da9225c79c28ef238f3c26928bd621d1f7f032fd6929452745da8893985,2026-09-13T04:47:52.903686+00:00,1
res-senate-2024-AZ,senate-2024,US_SENATE,AZ,senate-2024-AZ,2024-11-05,2024-11-26,2024-11-26,550191,541866,14351,0.762,D,synthetic://fixtures/certified-results,35a62f33f5c21670100bb81389dc5cf4ebbd15496201657d89f34fdf17cf6ac4,2026-09-13T04:47:52.904685+00:00,1
res-senate-2024-CA,senate-2024,US_SENATE,CA,senate-2024-CA,2024-11-05,2024-11-26,2024-11-26,681933,378881,8389,28.568,D,synthetic://fixtures/certified-results,45a92489a859e38c051afae3af1f881c1d4c8425f70744c6b5ed76fbea4118f2,2026-09-13T04:47:52.904685+00:00,1
res-senate-2024-CT,senate-2024,US_SENATE,CT,senate-2024-CT,2024-11-05,2024-11-26,2024-11-26,632664,470900,17822,14.658,D,synthetic://fixtures/certified-results,a180cedf4621ea5b104f7ee57c496f11ba5a5f1e938dec7d16caffa2b6a286f0,2026-09-13T04:47:52.904685+00:00,1
res-senate-2024-FL,senate-2024,US_SENATE,FL,senate-2024-FL,2024-11-05,2024-11-26,2024-11-26,611123,740856,6897,-9.596,R,synthetic://fixtures/certified-results,823b9a8f052a9a546be630d579b17e4722123b89a2c1f3835cebe9f7944d82c9,2026-09-13T04:47:52.906684+00:00,1
res-senate-2024-HI,senate-2024,US_SENATE,HI,senate-2024-HI,2024-11-05,2024-11-26,2024-11-26,782457,369262,18800,35.876,D,synthetic://fixtures/certified-results,6bd6c57bb2065eb89e5fdeda993f5682a63f14c61a3d5cd9b93edd6171b3d477,2026-09-13T04:47:52.906684+00:00,1
res-senate-2024-ID,senate-2024,US_SENATE,ID,senate-2024-ID,2024-11-05,2024-11-26,2024-11-26,752593,1331983,8446,-27.794,R,synthetic://fixtures/certified-results,dcc387ec956ff539ec1fee5145c8da895703784d68076cf8bfa285c5f277d40d,2026-09-13T04:47:52.907683+00:00,1
res-senate-2024-IL,senate-2024,US_SENATE,IL,senate-2024-IL,2024-11-05,2024-11-26,2024-11-26,624043,424826,17793,18.994,D,synthetic://fixtures/certified-results,483c5fcefb81700d29d25057c7c9ac0a7fe7d6152c05bf2ae93ccf6289518604,2026-09-13T04:47:52.907683+00:00,1
res-senate-2024-IN,senate-2024,US_SENATE,IN,senate-2024-IN,2024-11-05,2024-11-26,2024-11-26,680958,1086666,2456,-22.952,R,synthetic://fixtures/certified-results,b405ec9ea9a1d44185b65da7dc45b9171b31da89bafd0a6c2e5660abc3d98912,2026-09-13T04:47:52.908684+00:00,1
res-senate-2024-KY,senate-2024,US_SENATE,KY,senate-2024-KY,2024-11-05,2024-11-26,2024-11-26,731347,1054923,8427,-18.115,R,synthetic://fixtures/certified-results,11ef0fe080ad35e9598ae4949090a9c0e805cf9457110189a1cb3d94a16cb24e,2026-09-13T04:47:52.909684+00:00,1
res-senate-2024-MD,senate-2024,US_SENATE,MD,senate-2024-MD,2024-11-05,2024-11-26,2024-11-26,713014,464751,1428,21.079,D,synthetic://fixtures/certified-results,9b312562c9865c3e5ef96461e33687ec944f60a9a96ddad1592d883bee17e144,2026-09-13T04:47:52.909684+00:00,1
res-senate-2024-MO,senate-2024,US_SENATE,MO,senate-2024-MO,2024-11-05,2024-11-26,2024-11-26,650607,899993,7259,-16.083,R,synthetic://fixtures/certified-results,62141c49726e2a4147d9e2cffd2639e258ee00469a84a5450b96ee21ba047d23,2026-09-13T04:47:52.910682+00:00,1
res-senate-2024-ND,senate-2024,US_SENATE,ND,senate-2024-ND,2024-11-05,2024-11-26,2024-11-26,741159,1647381,16347,-37.94,R,synthetic://fixtures/certified-results,bbfc8d858797a080d30939f44069e4c33ed7a0dd0c847ae358273f224c8a9bdd,2026-09-13T04:47:52.911683+00:00,1
res-senate-2024-NJ,senate-2024,US_SENATE,NJ,senate-2024-NJ,2024-11-05,2024-11-26,2024-11-26,641737,464460,9613,16.026,D,synthetic://fixtures/certified-results,f414b63f956c55a852f7eb70e6a3664c679eedb68aee7f63a667e5519f8d22fb,2026-09-13T04:47:52.913683+00:00,1
res-senate-2024-NV,senate-2024,US_SENATE,NV,senate-2024-NV,2024-11-05,2024-11-26,2024-11-26,555809,528461,3507,2.522,D,synthetic://fixtures/certified-results,958dfb69de22ea312b1c3cf514b1b9dc578ab6e7ca2f17c98a6d91e092bc2d8a,2026-09-13T04:47:52.914684+00:00,1
res-senate-2024-NY,senate-2024,US_SENATE,NY,senate-2024-NY,2024-11-05,2024-11-26,2024-11-26,686959,426206,15548,23.424,D,synthetic://fixtures/certified-results,4432feb39bf79973a3425f891979446ce2d2bc7f9e1aa3888918d9548dfbe4cc,2026-09-13T04:47:52.914684+00:00,1
res-senate-2024-OH,senate-2024,US_SENATE,OH,senate-2024-OH,2024-11-05,2024-11-26,2024-11-26,575980,653145,7391,-6.278,R,synthetic://fixtures/certified-results,2955eb2e7ed44c3084fdeb9d0c026e4ee7ac9f744c011c048bd31b4110d0c4d8,2026-09-13T04:47:52.915682+00:00,1
res-senate-2024-PA,senate-2024,US_SENATE,PA,senate-2024-PA,2024-11-05,2024-11-26,2024-11-26,554815,468537,11299,8.431,D,synthetic://fixtures/certified-results,268fd378a2e2811136fe0d54665de4493a7f9c4997da5ca40ed7dad89a188d0c,2026-09-13T04:47:52.916682+00:00,1
res-senate-2024-UT,senate-2024,US_SENATE,UT,senate-2024-UT,2024-11-05,2024-11-26,2024-11-26,706864,1115049,8843,-22.404,R,synthetic://fixtures/certified-results,0fd19cdc671a5c219f2bb7f086aeff422f75fc9d5f65c27d81a284adaa07bc26,2026-09-13T04:47:52.916682+00:00,1
res-senate-2024-VT,senate-2024,US_SENATE,VT,senate-2024-VT,2024-11-05,2024-11-26,2024-11-26,732689,324364,2555,38.629,D,synthetic://fixtures/certified-results,7142cbd8d152f3787acdd1f3631874cd8a5d161b1d81ea5ac3fc759b83aaeef0,2026-09-13T04:47:52.917684+00:00,1
res-senate-2024-WA,senate-2024,US_SENATE,WA,senate-2024-WA,2024-11-05,2024-11-26,2024-11-26,621175,505558,19071,10.261,D,synthetic://fixtures/certified-results,b1a1d4077da7b05d63ee123cc2b82f8e05e3d59d8798000b5cbed67533519446,2026-09-13T04:47:52.918686+00:00,1
res-senate-2024-WI,senate-2024,US_SENATE,WI,senate-2024-WI,2024-11-05,2024-11-26,2024-11-26,513190,444685,14595,7.152,D,synthetic://fixtures/certified-results,79cac393683a4854bef28bbaf578f8c3da7090cde010ad0b02625a8cbe8311c3,2026-09-13T04:47:52.919686+00:00,1
