race_id,election_id,office,state,seat_class,election_day,incumbent_party,is_open,prior_lean,region,not_up,held_by,fundraising_share,pres_approval,white_house_party,is_midterm,election_phase,runoff_of,vacancy_reason,ballot_status,effective_election_day
senate-2016-held-NM-I-40,senate-2016,US_SENATE,NM,I,2016-11-08,R,False,8.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NM-II-41,senate-2016,US_SENATE,NM,II,2016-11-08,R,False,8.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NV-I-42,senate-2016,US_SENATE,NV,I,2016-11-08,R,False,0.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-NY-I-43,senate-2016,US_SENATE,NY,I,2016-11-08,R,False,18.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-OH-I-44,senate-2016,US_SENATE,OH,I,2016-11-08,R,False,-6.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-OK-II-45,senate-2016,US_SENATE,OK,II,2016-11-08,R,False,-30.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-OR-II-46,senate-2016,US_SENATE,OR,II,2016-11-08,R,False,10.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-PA-I-47,senate-2016,US_SENATE,PA,I,2016-11-08,R,False,1.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-RI-I-48,senate-2016,US_SENATE,RI,I,2016-11-08,R,False,18.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-RI-II-49,senate-2016,US_SENATE,RI,II,2016-11-08,R,False,18.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-SC-II-50,senate-2016,US_SENATE,SC,II,2016-11-08,R,False,-14.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-SD-II-51,senate-2016,US_SENATE,SD,II,2016-11-08,R,False,-26.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-TN-I-52,senate-2016,US_SENATE,TN,I,2016-11-08,R,False,-22.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-TN-II-53,senate-2016,US_SENATE,TN,II,2016-11-08,R,False,-22.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-TX-I-54,senate-2016,US_SENATE,TX,I,2016-11-08,R,False,-8.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-TX-II-55,senate-2016,US_SENATE,TX,II,2016-11-08,R,False,-8.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-UT-I-56,senate-2016,US_SENATE,UT,I,2016-11-08,R,False,-24.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-VA-I-57,senate-2016,US_SENATE,VA,I,2016-11-08,R,False,6.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-VA-II-58,senate-2016,US_SENATE,VA,II,2016-11-08,R,False,6.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-VT-I-59,senate-2016,US_SENATE,VT,I,2016-11-08,R,False,30.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-WA-I-60,senate-2016,US_SENATE,WA,I,2016-11-08,R,False,12.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-WI-I-61,senate-2016,US_SENATE,WI,I,2016-11-08,R,False,1.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-WV-I-62,senate-2016,US_SENATE,WV,I,2016-11-08,R,False,-30.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-WV-II-63,senate-2016,US_SENATE,WV,II,2016-11-08,R,False,-30.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-WY-I-64,senate-2016,US_SENATE,WY,I,2016-11-08,R,False,-40.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2016-held-WY-II-65,senate-2016,US_SENATE,WY,II,2016-11-08,R,False,-40.0,other,True,R,0.5,0.0,D,False,general,,,nominated,2016-11-08
senate-2018-AZ,senate-2018,US_SENATE,AZ,I,2018-11-06,,False,-2.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-CA,senate-2018,US_SENATE,CA,I,2018-11-06,,False,22.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-CT,senate-2018,US_SENATE,CT,I,2018-11-06,,False,14.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-DE,senate-2018,US_SENATE,DE,I,2018-11-06,,False,12.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-FL,senate-2018,US_SENATE,FL,I,2018-11-06,,False,-4.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-HI,senate-2018,US_SENATE,HI,I,2018-11-06,,False,28.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-IN,senate-2018,US_SENATE,IN,I,2018-11-06,,False,-16.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MA,senate-2018,US_SENATE,MA,I,2018-11-06,,False,26.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MD,senate-2018,US_SENATE,MD,I,2018-11-06,,False,22.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-ME,senate-2018,US_SENATE,ME,I,2018-11-06,,False,4.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MI,senate-2018,US_SENATE,MI,I,2018-11-06,,False,2.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MN,senate-2018,US_SENATE,MN,I,2018-11-06,,False,4.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MN-special,senate-2018,US_SENATE,MN,II,2018-11-06,,False,4.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MO,senate-2018,US_SENATE,MO,I,2018-11-06,,False,-14.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MS,senate-2018,US_SENATE,MS,I,2018-11-06,,False,-18.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MS-special,senate-2018,US_SENATE,MS,II,2018-11-06,,False,-18.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-MT,senate-2018,US_SENATE,MT,I,2018-11-06,,False,-12.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-ND,senate-2018,US_SENATE,ND,I,2018-11-06,,False,-28.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-NE,senate-2018,US_SENATE,NE,I,2018-11-06,,False,-20.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-NJ,senate-2018,US_SENATE,NJ,I,2018-11-06,,False,10.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-NM,senate-2018,US_SENATE,NM,I,2018-11-06,,False,8.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-NV,senate-2018,US_SENATE,NV,I,2018-11-06,,False,0.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-NY,senate-2018,US_SENATE,NY,I,2018-11-06,,False,18.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-OH,senate-2018,US_SENATE,OH,I,2018-11-06,,False,-6.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-PA,senate-2018,US_SENATE,PA,I,2018-11-06,,False,1.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-RI,senate-2018,US_SENATE,RI,I,2018-11-06,,False,18.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-TN,senate-2018,US_SENATE,TN,I,2018-11-06,,False,-22.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-TX,senate-2018,US_SENATE,TX,I,2018-11-06,,False,-8.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-UT,senate-2018,US_SENATE,UT,I,2018-11-06,,False,-24.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-VA,senate-2018,US_SENATE,VA,I,2018-11-06,,False,6.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-VT,senate-2018,US_SENATE,VT,I,2018-11-06,,False,30.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-WA,senate-2018,US_SENATE,WA,I,2018-11-06,,False,12.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-WI,senate-2018,US_SENATE,WI,I,2018-11-06,,False,1.0,other,False,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-WV,senate-2018,US_SENATE,WV,I,2018-11-06,,False,-30.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-WY,senate-2018,US_SENATE,WY,I,2018-11-06,,False,-40.0,other,False,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-AK-II-0,senate-2018,US_SENATE,AK,II,2018-11-06,D,False,-15.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-AK-III-1,senate-2018,US_SENATE,AK,III,2018-11-06,D,False,-15.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-AL-II-2,senate-2018,US_SENATE,AL,II,2018-11-06,D,False,-28.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-AL-III-3,senate-2018,US_SENATE,AL,III,2018-11-06,D,False,-28.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-AR-II-4,senate-2018,US_SENATE,AR,II,2018-11-06,D,False,-27.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-AR-III-5,senate-2018,US_SENATE,AR,III,2018-11-06,D,False,-27.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-AZ-III-6,senate-2018,US_SENATE,AZ,III,2018-11-06,D,False,-2.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-CA-III-7,senate-2018,US_SENATE,CA,III,2018-11-06,D,False,22.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-CO-II-8,senate-2018,US_SENATE,CO,II,2018-11-06,D,False,6.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-CO-III-9,senate-2018,US_SENATE,CO,III,2018-11-06,D,False,6.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-CT-III-10,senate-2018,US_SENATE,CT,III,2018-11-06,D,False,14.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-DE-II-11,senate-2018,US_SENATE,DE,II,2018-11-06,D,False,12.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-FL-III-12,senate-2018,US_SENATE,FL,III,2018-11-06,D,False,-4.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-GA-II-13,senate-2018,US_SENATE,GA,II,2018-11-06,D,False,0.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-GA-III-14,senate-2018,US_SENATE,GA,III,2018-11-06,D,False,0.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-HI-III-15,senate-2018,US_SENATE,HI,III,2018-11-06,D,False,28.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-IA-II-16,senate-2018,US_SENATE,IA,II,2018-11-06,D,False,-6.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-IA-III-17,senate-2018,US_SENATE,IA,III,2018-11-06,D,False,-6.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-ID-II-18,senate-2018,US_SENATE,ID,II,2018-11-06,D,False,-32.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-ID-III-19,senate-2018,US_SENATE,ID,III,2018-11-06,D,False,-32.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-IL-II-20,senate-2018,US_SENATE,IL,II,2018-11-06,D,False,14.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-IL-III-21,senate-2018,US_SENATE,IL,III,2018-11-06,D,False,14.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-IN-III-22,senate-2018,US_SENATE,IN,III,2018-11-06,D,False,-16.0,other,True,D,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-KS-II-23,senate-2018,US_SENATE,KS,II,2018-11-06,R,False,-14.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-KS-III-24,senate-2018,US_SENATE,KS,III,2018-11-06,R,False,-14.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-KY-II-25,senate-2018,US_SENATE,KY,II,2018-11-06,R,False,-24.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-KY-III-26,senate-2018,US_SENATE,KY,III,2018-11-06,R,False,-24.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-LA-II-27,senate-2018,US_SENATE,LA,II,2018-11-06,R,False,-18.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-LA-III-28,senate-2018,US_SENATE,LA,III,2018-11-06,R,False,-18.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-MA-II-29,senate-2018,US_SENATE,MA,II,2018-11-06,R,False,26.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-MD-III-30,senate-2018,US_SENATE,MD,III,2018-11-06,R,False,22.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-ME-II-31,senate-2018,US_SENATE,ME,II,2018-11-06,R,False,4.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-MI-II-32,senate-2018,US_SENATE,MI,II,2018-11-06,R,False,2.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-MO-III-33,senate-2018,US_SENATE,MO,III,2018-11-06,R,False,-14.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-MT-II-34,senate-2018,US_SENATE,MT,II,2018-11-06,R,False,-12.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NC-II-35,senate-2018,US_SENATE,NC,II,2018-11-06,R,False,-2.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NC-III-36,senate-2018,US_SENATE,NC,III,2018-11-06,R,False,-2.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-ND-III-37,senate-2018,US_SENATE,ND,III,2018-11-06,R,False,-28.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NE-II-38,senate-2018,US_SENATE,NE,II,2018-11-06,R,False,-20.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NH-II-39,senate-2018,US_SENATE,NH,II,2018-11-06,R,False,2.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NH-III-40,senate-2018,US_SENATE,NH,III,2018-11-06,R,False,2.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NJ-II-41,senate-2018,US_SENATE,NJ,II,2018-11-06,R,False,10.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NM-II-42,senate-2018,US_SENATE,NM,II,2018-11-06,R,False,8.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NV-III-43,senate-2018,US_SENATE,NV,III,2018-11-06,R,False,0.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-NY-III-44,senate-2018,US_SENATE,NY,III,2018-11-06,R,False,18.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-OH-III-45,senate-2018,US_SENATE,OH,III,2018-11-06,R,False,-6.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-OK-II-46,senate-2018,US_SENATE,OK,II,2018-11-06,R,False,-30.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-OK-III-47,senate-2018,US_SENATE,OK,III,2018-11-06,R,False,-30.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-OR-II-48,senate-2018,US_SENATE,OR,II,2018-11-06,R,False,10.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-OR-III-49,senate-2018,US_SENATE,OR,III,2018-11-06,R,False,10.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-PA-III-50,senate-2018,US_SENATE,PA,III,2018-11-06,R,False,1.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-RI-II-51,senate-2018,US_SENATE,RI,II,2018-11-06,R,False,18.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-SC-II-52,senate-2018,US_SENATE,SC,II,2018-11-06,R,False,-14.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-SC-III-53,senate-2018,US_SENATE,SC,III,2018-11-06,R,False,-14.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-SD-II-54,senate-2018,US_SENATE,SD,II,2018-11-06,R,False,-26.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-SD-III-55,senate-2018,US_SENATE,SD,III,2018-11-06,R,False,-26.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-TN-II-56,senate-2018,US_SENATE,TN,II,2018-11-06,R,False,-22.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-TX-II-57,senate-2018,US_SENATE,TX,II,2018-11-06,R,False,-8.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-UT-III-58,senate-2018,US_SENATE,UT,III,2018-11-06,R,False,-24.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-VA-II-59,senate-2018,US_SENATE,VA,II,2018-11-06,R,False,6.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-VT-III-60,senate-2018,US_SENATE,VT,III,2018-11-06,R,False,30.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-WA-III-61,senate-2018,US_SENATE,WA,III,2018-11-06,R,False,12.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-WI-III-62,senate-2018,US_SENATE,WI,III,2018-11-06,R,False,1.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-WV-II-63,senate-2018,US_SENATE,WV,II,2018-11-06,R,False,-30.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2018-held-WY-II-64,senate-2018,US_SENATE,WY,II,2018-11-06,R,False,-40.0,other,True,R,0.5,0.0,R,True,general,,,nominated,2018-11-06
senate-2020-AK,senate-2020,US_SENATE,AK,II,2020-11-03,,False,-15.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-AL,senate-2020,US_SENATE,AL,II,2020-11-03,,False,-28.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-AR,senate-2020,US_SENATE,AR,II,2020-11-03,,False,-27.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-AZ-special,senate-2020,US_SENATE,AZ,III,2020-11-03,,False,-2.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-CO,senate-2020,US_SENATE,CO,II,2020-11-03,,False,6.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-DE,senate-2020,US_SENATE,DE,II,2020-11-03,,False,12.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-GA,senate-2020,US_SENATE,GA,II,2020-11-03,,False,0.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-GA-special,senate-2020,US_SENATE,GA,III,2020-11-03,,False,0.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-IA,senate-2020,US_SENATE,IA,II,2020-11-03,,False,-6.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-ID,senate-2020,US_SENATE,ID,II,2020-11-03,,False,-32.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-IL,senate-2020,US_SENATE,IL,II,2020-11-03,,False,14.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-KS,senate-2020,US_SENATE,KS,II,2020-11-03,,False,-14.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-KY,senate-2020,US_SENATE,KY,II,2020-11-03,,False,-24.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-LA,senate-2020,US_SENATE,LA,II,2020-11-03,,False,-18.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-MA,senate-2020,US_SENATE,MA,II,2020-11-03,,False,26.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-ME,senate-2020,US_SENATE,ME,II,2020-11-03,,False,4.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-MI,senate-2020,US_SENATE,MI,II,2020-11-03,,False,2.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-MN,senate-2020,US_SENATE,MN,II,2020-11-03,,False,4.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-MS,senate-2020,US_SENATE,MS,II,2020-11-03,,False,-18.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-MT,senate-2020,US_SENATE,MT,II,2020-11-03,,False,-12.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-NC,senate-2020,US_SENATE,NC,II,2020-11-03,,False,-2.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-NE,senate-2020,US_SENATE,NE,II,2020-11-03,,False,-20.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-NH,senate-2020,US_SENATE,NH,II,2020-11-03,,False,2.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-NJ,senate-2020,US_SENATE,NJ,II,2020-11-03,,False,10.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-NM,senate-2020,US_SENATE,NM,II,2020-11-03,,False,8.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-OK,senate-2020,US_SENATE,OK,II,2020-11-03,,False,-30.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-OR,senate-2020,US_SENATE,OR,II,2020-11-03,,False,10.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-RI,senate-2020,US_SENATE,RI,II,2020-11-03,,False,18.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-SC,senate-2020,US_SENATE,SC,II,2020-11-03,,False,-14.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-SD,senate-2020,US_SENATE,SD,II,2020-11-03,,False,-26.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-TN,senate-2020,US_SENATE,TN,II,2020-11-03,,False,-22.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-TX,senate-2020,US_SENATE,TX,II,2020-11-03,,False,-8.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-VA,senate-2020,US_SENATE,VA,II,2020-11-03,,False,6.0,other,False,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-WV,senate-2020,US_SENATE,WV,II,2020-11-03,,False,-30.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-WY,senate-2020,US_SENATE,WY,II,2020-11-03,,False,-40.0,other,False,R,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-AK-III-0,senate-2020,US_SENATE,AK,III,2020-11-03,D,False,-15.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-AL-III-1,senate-2020,US_SENATE,AL,III,2020-11-03,D,False,-28.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-AR-III-2,senate-2020,US_SENATE,AR,III,2020-11-03,D,False,-27.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-AZ-I-3,senate-2020,US_SENATE,AZ,I,2020-11-03,D,False,-2.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-CA-I-4,senate-2020,US_SENATE,CA,I,2020-11-03,D,False,22.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-CA-III-5,senate-2020,US_SENATE,CA,III,2020-11-03,D,False,22.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-CO-III-6,senate-2020,US_SENATE,CO,III,2020-11-03,D,False,6.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-CT-I-7,senate-2020,US_SENATE,CT,I,2020-11-03,D,False,14.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-CT-III-8,senate-2020,US_SENATE,CT,III,2020-11-03,D,False,14.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-DE-I-9,senate-2020,US_SENATE,DE,I,2020-11-03,D,False,12.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-FL-I-10,senate-2020,US_SENATE,FL,I,2020-11-03,D,False,-4.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-FL-III-11,senate-2020,US_SENATE,FL,III,2020-11-03,D,False,-4.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-HI-I-12,senate-2020,US_SENATE,HI,I,2020-11-03,D,False,28.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-HI-III-13,senate-2020,US_SENATE,HI,III,2020-11-03,D,False,28.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
senate-2020-held-IA-III-14,senate-2020,US_SENATE,IA,III,2020-11-03,D,False,-6.0,other,True,D,0.5,0.0,R,False,general,,,nominated,2020-11-03
