poll_id,study_id,release_version,pollster_id,sponsor_id,source_url,raw_hash,field_start,field_end,published_at,corrected_at,retrieved_at,valid_from,valid_to,available_at,event_time,election_id,office,state,race_id,population,sample_size,mode,dem_share,rep_share,undecided,other_share,two_party_margin,partisan,exclusion_status,exclusion_reason,parser_version,normalized_at,supersedes,geography_version_id,candidate_set_version,question_id,frame,recruitment,language,design_effect,leaners_included,multiway,questionnaire_hash,dem_candidate_id,dem_candidate_name,rep_candidate_id,rep_candidate_name,matchup_id,hypothetical,contest_kind,seat_name,election_stage
poll-2016-SC-6-29,study-2016-SC-PPP-2016-10-10,1,PPP,none,synthetic://fixtures/polls,e449d8264509a0dc80d793d33c242e59252d51b3701c3790fe9e7d812995bdc3,2016-10-07,2016-10-10,2016-10-10,,2026-09-19T19:43:06.398143+00:00,2016-10-10,,2016-10-10,2016-10-10,senate-2016,US_SENATE,SC,senate-2016-SC,LV,500.0,Online,46.78,53.22,3.89,0.45,-6.444,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-7-2,study-2016-SC-Marist-2016-11-06,1,Marist,none,synthetic://fixtures/polls,dfca1a804e62510604867a0910665467c2e2d928c38e665d2fb7267bd26f8f69,2016-11-02,2016-11-06,2016-11-07,,2026-09-19T19:43:06.398143+00:00,2016-11-07,,2016-11-07,2016-11-06,senate-2016,US_SENATE,SC,senate-2016-SC,LV,500.0,Live Phone,42.93,57.07,3.62,1.49,-14.15,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-8-123,study-2016-SC-SurveyUSA-2016-07-08,1,SurveyUSA,none,synthetic://fixtures/polls,50f53f6d0d73cfd0a1e2f80e43101ade12eefd5b9da51b2d58f05acf353503c1,2016-07-05,2016-07-08,2016-07-09,,2026-09-19T19:43:06.398143+00:00,2016-07-09,,2016-07-09,2016-07-08,senate-2016,US_SENATE,SC,senate-2016-SC,LV,400.0,Online,47.98,52.02,3.5,0.35,-4.03,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-9-110,study-2016-SC-PPP-2016-07-21,1,PPP,none,synthetic://fixtures/polls,a8eab0a43bf521b1422d5339726b7037643e1942d5b331f83e49d2c88ce70ddb,2016-07-18,2016-07-21,2016-07-21,,2026-09-19T19:43:06.398143+00:00,2016-07-21,,2016-07-21,2016-07-21,senate-2016,US_SENATE,SC,senate-2016-SC,LV,500.0,Live Phone,47.07,52.93,4.43,1.07,-5.854,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-10-18,study-2016-SC-Marist-2016-10-21,1,Marist,none,synthetic://fixtures/polls,3d497aa4cf06397dd11f26e58942ae06d2c51a91643b5b79b43c332c4b95d6a5,2016-10-19,2016-10-21,2016-10-22,,2026-09-19T19:43:06.398143+00:00,2016-10-22,,2016-10-22,2016-10-21,senate-2016,US_SENATE,SC,senate-2016-SC,LV,900.0,Online,40.28,59.72,8.87,0.99,-19.43,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-11-23,study-2016-SC-Emerson-2016-10-16,1,Emerson,none,synthetic://fixtures/polls,cf4c15abc4517f5ffd7874b59a212a40e4ebd37da1f7a5411e5efe84522ce348,2016-10-12,2016-10-16,2016-10-16,,2026-09-19T19:43:06.398143+00:00,2016-10-16,,2016-10-16,2016-10-16,senate-2016,US_SENATE,SC,senate-2016-SC,LV,1200.0,Live Phone,40.88,59.12,4.18,1.32,-18.243,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-12-28,study-2016-SC-Siena-2016-10-11,1,Siena,none,synthetic://fixtures/polls,e97d1925f62a02ab3bbbf306faa99c6b7858520f6ad435ff9babf34d8cfd367c,2016-10-08,2016-10-11,2016-10-11,,2026-09-19T19:43:06.398143+00:00,2016-10-11,,2016-10-11,2016-10-11,senate-2016,US_SENATE,SC,senate-2016-SC,RV,900.0,Online,41.73,58.27,3.04,1.08,-16.531,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-13-107,study-2016-SC-Siena-2016-07-24,1,Siena,none,synthetic://fixtures/polls,6d44ef38cd3bdb1e3d9e31058777dead186704295834556b4a29a675de580276,2016-07-21,2016-07-24,2016-07-25,,2026-09-19T19:43:06.398143+00:00,2016-07-25,,2016-07-25,2016-07-24,senate-2016,US_SENATE,SC,senate-2016-SC,LV,900.0,Online,44.66,55.34,5.08,0.75,-10.677,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-14-123,study-2016-SC-RMG Research-2016-07-08,1,RMG Research,none,synthetic://fixtures/polls,4c14ac174d66c51b695e534fc62bd3c40857bd0b891be0fa1af317cb3891cce5,2016-07-06,2016-07-08,2016-07-08,,2026-09-19T19:43:06.398143+00:00,2016-07-08,,2016-07-08,2016-07-08,senate-2016,US_SENATE,SC,senate-2016-SC,RV,500.0,Live Phone,39.47,60.53,3.03,0.44,-21.055,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SC-15-91,study-2016-SC-Marist-2016-08-09,1,Marist,none,synthetic://fixtures/polls,894935c73aed46af9b69dfe32db2775add0511340d592051b472a511623c6223,2016-08-06,2016-08-09,2016-08-10,,2026-09-19T19:43:06.398143+00:00,2016-08-10,,2016-08-10,2016-08-09,senate-2016,US_SENATE,SC,senate-2016-SC,LV,400.0,IVR/Online,45.67,54.33,3.92,0.27,-8.652,False,include,,fixtures-v1,2026-09-19T19:43:06.398143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-0-44,study-2016-SD-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,3d1512773e947f30b03d180ff3e88800aa36e44e847568ddc976d1e34ed3ec7a,2016-09-11,2016-09-14,2016-09-15,,2026-09-19T19:43:06.399145+00:00,2016-09-15,,2016-09-15,2016-09-14,senate-2016,US_SENATE,SD,senate-2016-SD,RV,1200.0,Online,38.94,61.06,3.28,0.72,-22.124,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-1-56,study-2016-SD-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,39a45b35106e8d51cd60d2e8b1385eb231ef0442669dd1912c1652b06c4f9122,2016-09-10,2016-09-13,2016-09-14,,2026-09-19T19:43:06.399145+00:00,2016-09-14,,2016-09-14,2016-09-13,senate-2016,US_SENATE,SD,senate-2016-SD,LV,600.0,IVR/Online,36.92,63.08,5.38,1.03,-26.152,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-2-75,study-2016-SD-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,ae4c913869f33dacc70e010a921e2d1a77b56154b037d2be55b4afde1a86e7b7,2016-09-09,2016-09-12,2016-09-13,,2026-09-19T19:43:06.399145+00:00,2016-09-13,,2016-09-13,2016-09-12,senate-2016,US_SENATE,SD,senate-2016-SD,LV,900.0,Online,37.96,62.04,6.13,0.96,-24.08,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-3-11,study-2016-SD-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,ec322a8c79a987ff2cbd7d0fe189e59326d99cda21709f0e91a8b9b8405b323e,2016-09-08,2016-09-11,2016-09-12,,2026-09-19T19:43:06.399145+00:00,2016-09-12,,2016-09-12,2016-09-11,senate-2016,US_SENATE,SD,senate-2016-SD,LV,600.0,IVR/Online,37.06,62.94,6.71,1.11,-25.888,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-4-65,study-2016-SD-YouGov-2016-09-04,1,YouGov,none,synthetic://fixtures/polls,cfacba4bed3fda4020d34cfd62ad0550cdbed4d52501ddc52334047ac727b2da,2016-09-01,2016-09-04,2016-09-04,,2026-09-19T19:43:06.399145+00:00,2016-09-04,,2016-09-04,2016-09-04,senate-2016,US_SENATE,SD,senate-2016-SD,LV,600.0,IVR/Online,37.41,62.59,6.23,1.15,-25.174,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-5-27,study-2016-SD-Siena-2016-10-12,1,Siena,none,synthetic://fixtures/polls,b1b653c0f101ed74779547af9bfd9ca6eb5bff4d3dc367f67ef02831afe2f0fe,2016-10-10,2016-10-12,2016-10-12,,2026-09-19T19:43:06.399145+00:00,2016-10-12,,2016-10-12,2016-10-12,senate-2016,US_SENATE,SD,senate-2016-SD,LV,600.0,IVR/Online,37.86,62.14,3.95,1.31,-24.284,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-6-109,study-2016-SD-RMG Research-2016-07-22,1,RMG Research,none,synthetic://fixtures/polls,5c12fa8c2b4aab12a68421744789d991128e37bc39c4da76dbb8193254e67d0e,2016-07-20,2016-07-22,2016-07-22,,2026-09-19T19:43:06.399145+00:00,2016-07-22,,2016-07-22,2016-07-22,senate-2016,US_SENATE,SD,senate-2016-SD,LV,1200.0,IVR/Online,35.46,64.54,0.91,1.16,-29.073,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-7-6,study-2016-SD-SurveyUSA-2016-11-02,1,SurveyUSA,none,synthetic://fixtures/polls,d66ec0d9b68c6f2907cda525f34aa3a7698408120639bf3c7b25008a925facf3,2016-10-30,2016-11-02,2016-11-02,,2026-09-19T19:43:06.399145+00:00,2016-11-02,,2016-11-02,2016-11-02,senate-2016,US_SENATE,SD,senate-2016-SD,LV,900.0,Live Phone,37.61,62.39,5.68,0.83,-24.781,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-SD-8-77,study-2016-SD-Data for Progress-2016-08-23,1,Data for Progress,none,synthetic://fixtures/polls,85e2efefc26d0ae54c268cee9ee60d1eb7914f3a67e62be7f4b9959f436bd1bb,2016-08-20,2016-08-23,2016-08-23,,2026-09-19T19:43:06.399145+00:00,2016-08-23,,2016-08-23,2016-08-23,senate-2016,US_SENATE,SD,senate-2016-SD,LV,600.0,Live Phone,39.01,60.99,2.92,0.86,-21.988,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-0-48,study-2016-UT-Emerson-2016-09-21,1,Emerson,none,synthetic://fixtures/polls,ea687c1dc4b788dcc20fa825cd20e0cf23c768c8ade76f45eff41a14a816adc4,2016-09-18,2016-09-21,2016-09-22,,2026-09-19T19:43:06.399145+00:00,2016-09-22,,2016-09-22,2016-09-21,senate-2016,US_SENATE,UT,senate-2016-UT,LV,750.0,Live Phone,38.21,61.79,5.11,1.66,-23.572,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-1-100,study-2016-UT-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,c1c3531d753102988c21487f5c0ad81f5d6244b357da2e7a0af189d03e29ff52,2016-09-22,2016-09-25,2016-09-26,,2026-09-19T19:43:06.399145+00:00,2016-09-26,,2016-09-26,2016-09-25,senate-2016,US_SENATE,UT,senate-2016-UT,LV,900.0,IVR/Online,36.78,63.22,4.78,1.03,-26.431,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-2-68,study-2016-UT-SurveyUSA-2016-09-01,1,SurveyUSA,none,synthetic://fixtures/polls,4335395a4e7e4de48490abbafd3bab4158d277cd3b7d4a7df93468cf4403c400,2016-08-30,2016-09-01,2016-09-02,,2026-09-19T19:43:06.399145+00:00,2016-09-02,,2016-09-02,2016-09-01,senate-2016,US_SENATE,UT,senate-2016-UT,LV,600.0,IVR/Online,38.55,61.45,3.5,1.51,-22.897,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-3-66,study-2016-UT-Data for Progress-tracker,1,Data for Progress,none,synthetic://fixtures/polls,151982af7dd9b91a6149ba8789927119e5896ea7f34c265b504e382a892f77f3,2016-09-20,2016-09-23,2016-09-24,,2026-09-19T19:43:06.399145+00:00,2016-09-24,,2016-09-24,2016-09-23,senate-2016,US_SENATE,UT,senate-2016-UT,LV,750.0,Live Phone,35.97,64.03,3.66,1.57,-28.057,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-4-9,study-2016-UT-Data for Progress-2016-10-30,1,Data for Progress,none,synthetic://fixtures/polls,9791e0477da15fb350f259cf981792b325d918136d4fe551bf92b5fb20665828,2016-10-27,2016-10-30,2016-10-31,,2026-09-19T19:43:06.399145+00:00,2016-10-31,,2016-10-31,2016-10-30,senate-2016,US_SENATE,UT,senate-2016-UT,LV,900.0,Online,36.99,63.01,3.35,1.06,-26.02,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-5-5,study-2016-UT-Quinnipiac-2016-11-03,1,Quinnipiac,none,synthetic://fixtures/polls,39a4c8d689faee68c3993a7b28d98af186b77f396e6d7122069a556cc5921e15,2016-11-01,2016-11-03,2016-11-03,,2026-09-19T19:43:06.399145+00:00,2016-11-03,,2016-11-03,2016-11-03,senate-2016,US_SENATE,UT,senate-2016-UT,RV,1200.0,Live Phone,35.58,64.42,5.86,0.63,-28.836,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-6-53,study-2016-UT-RMG Research-2016-09-16,1,RMG Research,none,synthetic://fixtures/polls,69eb81588a8925de2c54f4cc8d66aee0fdbbbc3e654a10875c079492d5f7859c,2016-09-12,2016-09-16,2016-09-16,,2026-09-19T19:43:06.399145+00:00,2016-09-16,,2016-09-16,2016-09-16,senate-2016,US_SENATE,UT,senate-2016-UT,LV,500.0,Live Phone,38.55,61.45,4.78,1.41,-22.899,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-7-112,study-2016-UT-Quinnipiac-2016-07-19,1,Quinnipiac,none,synthetic://fixtures/polls,5999f05d71894a3054de2842f428057991ac20499d22d7e1f91ba58fe9f53454,2016-07-15,2016-07-19,2016-07-19,,2026-09-19T19:43:06.399145+00:00,2016-07-19,,2016-07-19,2016-07-19,senate-2016,US_SENATE,UT,senate-2016-UT,LV,1200.0,IVR/Online,35.04,64.96,5.15,0.93,-29.924,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-8-100,study-2016-UT-Trafalgar-2016-07-31,1,Trafalgar,none,synthetic://fixtures/polls,4c55f7614dca0bcef73bf92da78203b15029b5204d6547c60b6e9702cbaf7da3,2016-07-29,2016-07-31,2016-08-01,,2026-09-19T19:43:06.399145+00:00,2016-08-01,,2016-08-01,2016-07-31,senate-2016,US_SENATE,UT,senate-2016-UT,LV,900.0,Live Phone,38.85,61.15,3.45,1.48,-22.306,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-9-40,study-2016-UT-Quinnipiac-2016-09-29,1,Quinnipiac,none,synthetic://fixtures/polls,120b7c45c6ecdb41b6bcfcdbe21b30e3ee3de1dc240f30133e86e63bcb72bb8b,2016-09-26,2016-09-29,2016-09-30,,2026-09-19T19:43:06.399145+00:00,2016-09-30,,2016-09-30,2016-09-29,senate-2016,US_SENATE,UT,senate-2016-UT,LV,600.0,Live Phone,36.08,63.92,5.72,1.02,-27.845,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-10-100,study-2016-UT-Data for Progress-2016-07-31,1,Data for Progress,none,synthetic://fixtures/polls,2a6e18bb8b09f8e692d36b71db5df360b00a969785ddb74cefe8d306f9137c6c,2016-07-29,2016-07-31,2016-07-31,,2026-09-19T19:43:06.399145+00:00,2016-07-31,,2016-07-31,2016-07-31,senate-2016,US_SENATE,UT,senate-2016-UT,RV,600.0,IVR/Online,38.87,61.13,1.62,0.64,-22.254,False,include,,fixtures-v1,2026-09-19T19:43:06.399145+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-11-66,study-2016-UT-Siena-2016-09-03,1,Siena,none,synthetic://fixtures/polls,2517937355477c7ad95ac4c60838398a692dbfa2178942a31e15befac86f9b7d,2016-08-30,2016-09-03,2016-09-03,,2026-09-19T19:43:06.400143+00:00,2016-09-03,,2016-09-03,2016-09-03,senate-2016,US_SENATE,UT,senate-2016-UT,RV,900.0,IVR/Online,39.57,60.43,2.85,0.7,-20.867,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-12-30,study-2016-UT-Emerson-2016-10-09,1,Emerson,none,synthetic://fixtures/polls,287103a7c068ab9a18b25e0669a434607762e1fd83ed71c36db4e0488ad00c0d,2016-10-07,2016-10-09,2016-10-09,,2026-09-19T19:43:06.400143+00:00,2016-10-09,,2016-10-09,2016-10-09,senate-2016,US_SENATE,UT,senate-2016-UT,RV,500.0,Live Phone,34.6,65.4,3.94,0.53,-30.802,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-13-39,study-2016-UT-Emerson-2016-09-30,1,Emerson,none,synthetic://fixtures/polls,0c20c8cae757bc1d3c5f49438b18905307b3696b9e4c51a09de6410e4b87493b,2016-09-26,2016-09-30,2016-10-01,,2026-09-19T19:43:06.400143+00:00,2016-10-01,,2016-10-01,2016-09-30,senate-2016,US_SENATE,UT,senate-2016-UT,LV,500.0,Live Phone,37.42,62.58,1.04,1.04,-25.151,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-14-136,study-2016-UT-Quinnipiac-2016-06-25,1,Quinnipiac,none,synthetic://fixtures/polls,98486aee3266d930dfbc36ce54ae82f88d95198d76bdbcb9189bbe764e5439bd,2016-06-22,2016-06-25,2016-06-25,,2026-09-19T19:43:06.400143+00:00,2016-06-25,,2016-06-25,2016-06-25,senate-2016,US_SENATE,UT,senate-2016-UT,RV,1200.0,IVR/Online,36.11,63.89,4.94,1.15,-27.772,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-15-145,study-2016-UT-Data for Progress-2016-06-16,1,Data for Progress,none,synthetic://fixtures/polls,9d7b26f6ebd62c44ab91552dff662716447e495f56c48a2ce5292441817baae9,2016-06-13,2016-06-16,2016-06-17,,2026-09-19T19:43:06.400143+00:00,2016-06-17,,2016-06-17,2016-06-16,senate-2016,US_SENATE,UT,senate-2016-UT,LV,900.0,Online,37.86,62.14,3.29,0.63,-24.274,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-UT-16-82,study-2016-UT-YouGov-2016-08-18,1,YouGov,none,synthetic://fixtures/polls,baa6322a0d74c1c8d2f7bc1fca112bb92d80dcc66db606954b481d17fd2f8a91,2016-08-16,2016-08-18,2016-08-19,,2026-09-19T19:43:06.400143+00:00,2016-08-19,,2016-08-19,2016-08-18,senate-2016,US_SENATE,UT,senate-2016-UT,RV,900.0,Live Phone,35.59,64.41,6.13,0.63,-28.817,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-0-94,study-2016-VT-SurveyUSA-tracker,1,SurveyUSA,none,synthetic://fixtures/polls,2877ec7677dea3c0d43d870fa9247df578c4707af7ee898e71f6150b984295b9,2016-09-30,2016-10-03,2016-10-04,,2026-09-19T19:43:06.400143+00:00,2016-10-04,,2016-10-04,2016-10-03,senate-2016,US_SENATE,VT,senate-2016-VT,LV,600.0,Online,66.15,33.85,2.71,1.47,32.294,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-1-144,study-2016-VT-Quinnipiac-2016-06-17,1,Quinnipiac,none,synthetic://fixtures/polls,db1452cb2dd50e9d17f0de70b8aaf6b74e55e9c83928158ecc219c66286fcbe3,2016-06-13,2016-06-17,2016-06-18,,2026-09-19T19:43:06.400143+00:00,2016-06-18,,2016-06-18,2016-06-17,senate-2016,US_SENATE,VT,senate-2016-VT,LV,750.0,Online,70.17,29.83,3.87,0.76,40.345,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-2-41,study-2016-VT-SurveyUSA-2016-09-28,1,SurveyUSA,none,synthetic://fixtures/polls,4fbe161a88e1f93240ea7a66477b8c51340747a93270242248f8148dcd4dca5e,2016-09-26,2016-09-28,2016-09-29,,2026-09-19T19:43:06.400143+00:00,2016-09-29,,2016-09-29,2016-09-28,senate-2016,US_SENATE,VT,senate-2016-VT,RV,500.0,Online,70.24,29.76,2.47,0.26,40.472,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-3-83,study-2016-VT-SurveyUSA-2016-08-17,1,SurveyUSA,none,synthetic://fixtures/polls,84a52b648fb7bdfdddc287acb031a5d4565b841aaad2ef6da29d7e2e8faf920d,2016-08-13,2016-08-17,2016-08-17,,2026-09-19T19:43:06.400143+00:00,2016-08-17,,2016-08-17,2016-08-17,senate-2016,US_SENATE,VT,senate-2016-VT,RV,500.0,IVR/Online,66.0,34.0,3.46,1.27,31.992,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-4-87,study-2016-VT-SurveyUSA-2016-08-13,1,SurveyUSA,none,synthetic://fixtures/polls,69404c0eb1730c61156eb2a295df9b22208cc4fa4637ca39e372bce167bb9a56,2016-08-09,2016-08-13,2016-08-14,,2026-09-19T19:43:06.400143+00:00,2016-08-14,,2016-08-14,2016-08-13,senate-2016,US_SENATE,VT,senate-2016-VT,LV,900.0,Online,67.7,32.3,3.77,1.49,35.398,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-5-3,study-2016-VT-Trafalgar-2016-11-05,1,Trafalgar,none,synthetic://fixtures/polls,30c34a31ef46c4d12ddbb127b47818204e221a7e642cfe853c23c91875407f88,2016-11-01,2016-11-05,2016-11-05,,2026-09-19T19:43:06.400143+00:00,2016-11-05,,2016-11-05,2016-11-05,senate-2016,US_SENATE,VT,senate-2016-VT,LV,1200.0,IVR/Online,65.12,34.88,5.26,0.23,30.233,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-6-99,study-2016-VT-Quinnipiac-2016-08-01,1,Quinnipiac,none,synthetic://fixtures/polls,13d3131d8c178ebc3b9b79ba54a0fadf9cf3c1f7cfa824163ed5ffa406bf3054,2016-07-28,2016-08-01,2016-08-01,,2026-09-19T19:43:06.400143+00:00,2016-08-01,,2016-08-01,2016-08-01,senate-2016,US_SENATE,VT,senate-2016-VT,LV,750.0,Live Phone,70.23,29.77,3.64,0.86,40.467,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-7-59,study-2016-VT-Quinnipiac-2016-09-10,1,Quinnipiac,none,synthetic://fixtures/polls,0eebc097fadd06aaf52165e4984aabed8722db184d84b0b85fb187ec489f1a01,2016-09-06,2016-09-10,2016-09-11,,2026-09-19T19:43:06.400143+00:00,2016-09-11,,2016-09-11,2016-09-10,senate-2016,US_SENATE,VT,senate-2016-VT,LV,600.0,IVR/Online,63.68,36.32,1.09,0.12,27.358,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-8-113,study-2016-VT-Trafalgar-2016-07-18,1,Trafalgar,none,synthetic://fixtures/polls,6ff06c5546708bf8dfcbec91f158bfa223106ffd059efccf80b23055cf6e6baa,2016-07-14,2016-07-18,2016-07-19,,2026-09-19T19:43:06.400143+00:00,2016-07-19,,2016-07-19,2016-07-18,senate-2016,US_SENATE,VT,senate-2016-VT,RV,600.0,IVR/Online,64.31,35.69,4.36,0.78,28.625,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-VT-9-43,study-2016-VT-Emerson-2016-09-26,1,Emerson,none,synthetic://fixtures/polls,c807db14444786fea329d7140b04a94089b493e4a0c476234f50006d103a6ef3,2016-09-23,2016-09-26,2016-09-27,,2026-09-19T19:43:06.400143+00:00,2016-09-27,,2016-09-27,2016-09-26,senate-2016,US_SENATE,VT,senate-2016-VT,RV,500.0,IVR/Online,68.5,31.5,4.23,0.77,36.993,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-WA-0-41,study-2016-WA-Trafalgar-tracker,1,Trafalgar,none,synthetic://fixtures/polls,8dca2326e5a42fc5c2969d1a87a3fe658e2b5dc785971bfc9d5fd7c84f6a2b3c,2016-09-20,2016-09-23,2016-09-24,,2026-09-19T19:43:06.400143+00:00,2016-09-24,,2016-09-24,2016-09-23,senate-2016,US_SENATE,WA,senate-2016-WA,RV,750.0,Online,51.34,48.66,5.3,1.39,2.674,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-WA-1-76,study-2016-WA-SurveyUSA-2016-08-24,1,SurveyUSA,none,synthetic://fixtures/polls,00620e8d1bd8c7c8d7df0b92363ff206f8b481a65104b4c99ce76d81b72c6ee9,2016-08-22,2016-08-24,2016-08-24,,2026-09-19T19:43:06.400143+00:00,2016-08-24,,2016-08-24,2016-08-24,senate-2016,US_SENATE,WA,senate-2016-WA,LV,400.0,Live Phone,58.84,41.16,3.87,0.83,17.675,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
poll-2016-WA-2-33,study-2016-WA-Trafalgar-tracker,1,Trafalgar,none,synthetic://fixtures/polls,612b2e71f833ad24277647baabaf090650775ba768ca5a4db6a08cd9682013f9,2016-09-18,2016-09-21,2016-09-22,,2026-09-19T19:43:06.400143+00:00,2016-09-22,,2016-09-22,2016-09-21,senate-2016,US_SENATE,WA,senate-2016-WA,RV,1200.0,IVR/Online,56.81,43.19,5.29,0.27,13.617,False,include,,fixtures-v1,2026-09-19T19:43:06.400143+00:00,,,,,,,,,,,,,,,,,,,,
